return_id,sale_id,Invoice,StockCode,Quantity,Price,InvoiceDate,CustomerID
7200,207589.0,C515483,85123A,1,2.95,2010-07-13 10:24:00,13874
7201,207590.0,C515483,21733,3,2.95,2010-07-13 10:24:00,13874
7202,237083.0,C515505,15058B,1,7.95,2010-07-13 11:03:00,15039
7203,254352.0,C515505,21928,1,1.95,2010-07-13 11:03:00,15039
7204,250013.0,C515570,22408,36,1.06,2010-07-13 12:34:00,17931
7205,250012.0,C515570,22407,36,1.06,2010-07-13 12:34:00,17931
7206,250008.0,C515570,22406,36,1.06,2010-07-13 12:34:00,17931
7207,261182.0,C515596,21244,4,1.69,2010-07-13 14:01:00,15544
7208,256557.0,C515613,22215,1,8.5,2010-07-13 16:23:00,17145
7209,252271.0,C515618,22423,18,10.95,2010-07-13 17:19:00,17949
7210,,C515620,M,1,1189.94,2010-07-14 09:35:00,16320
7211,256029.0,C515623,22423,2,12.75,2010-07-14 10:00:00,12431
7212,231923.0,C515630,22061,32,8.5,2010-07-14 10:24:00,14045
7213,223561.0,C515675,37462B,1,0.42,2010-07-14 11:14:00,15527
7214,223566.0,C515675,20713,1,1.95,2010-07-14 11:14:00,15527
7215,254221.0,C515676,22423,8,12.75,2010-07-14 11:19:00,15885
7216,239929.0,C515683,21932,1,2.95,2010-07-14 11:52:00,18226
7217,257834.0,C515686,22215,2,8.5,2010-07-14 12:02:00,13901
7218,257836.0,C515686,84782A,1,12.75,2010-07-14 12:02:00,13901
7219,248946.0,C515689,21361,2,12.75,2010-07-14 12:06:00,17531
7220,231941.0,C515691,21213,24,0.55,2010-07-14 12:09:00,14634
7221,236405.0,C515692,22197,2,0.85,2010-07-14 12:10:00,14156
7222,247097.0,C515693,22304,2,2.55,2010-07-14 12:11:00,17342
7223,247098.0,C515693,22305,2,2.55,2010-07-14 12:11:00,17342
7224,247101.0,C515693,22644,12,1.45,2010-07-14 12:11:00,17342
7225,236885.0,C515694,22550,1,3.75,2010-07-14 12:12:00,16739
7226,190750.0,C515695,22107,1,3.75,2010-07-14 12:13:00,18197
7227,190745.0,C515695,47480,3,1.65,2010-07-14 12:13:00,18197
7228,194176.0,C515696,22383,1,1.65,2010-07-14 12:17:00,14112
7229,194191.0,C515696,21238,1,0.85,2010-07-14 12:17:00,14112
7230,250267.0,C515698,22138,2,4.95,2010-07-14 12:20:00,13021
7231,255156.0,C515699,21843,1,10.95,2010-07-14 12:22:00,15076
7232,255942.0,C515700,20798,6,2.1,2010-07-14 12:24:00,16576
7233,251461.0,C515701,21232,14,1.25,2010-07-14 12:25:00,18217
7234,251460.0,C515701,22649,1,4.95,2010-07-14 12:25:00,18217
7235,255408.0,C515767,79029,1,1.65,2010-07-14 14:25:00,15311
7236,255406.0,C515767,22355,1,0.72,2010-07-14 14:25:00,15311
7237,122426.0,C515767,40003,1,0.95,2010-07-14 14:25:00,15311
7238,230177.0,C515767,40001,9,0.64,2010-07-14 14:25:00,15311
7239,235998.0,C515772,21561,1,2.55,2010-07-14 14:46:00,16161
7240,255819.0,C515777,37448,1,1.49,2010-07-14 15:14:00,14679
7241,255818.0,C515777,37449,1,9.95,2010-07-14 15:14:00,14679
7242,255826.0,C515777,21232,2,1.25,2010-07-14 15:14:00,14679
7243,259769.0,C515778,22180,1,9.95,2010-07-14 15:23:00,18260
7244,159623.0,C515779,22220,1,9.95,2010-07-14 15:24:00,14952
7245,249804.0,C515784,37370,4,1.25,2010-07-14 15:39:00,13872
7246,246533.0,C515785,21217,1,9.95,2010-07-14 15:40:00,14020
7247,246519.0,C515785,22361,4,2.95,2010-07-14 15:40:00,14020
7248,246541.0,C515785,21746,1,1.25,2010-07-14 15:40:00,14020
7249,246538.0,C515785,22423,1,12.75,2010-07-14 15:40:00,14020
7250,249592.0,C515786,21121,1,1.25,2010-07-14 15:41:00,13814
7251,240162.0,C515787,21205,1,2.55,2010-07-14 15:46:00,14621
7252,,C515787,22198,1,1.65,2010-07-14 15:46:00,14621
7253,240152.0,C515787,22502,1,4.25,2010-07-14 15:46:00,14621
7254,258670.0,C515787,85170B,1,2.1,2010-07-14 15:46:00,14621
7255,209066.0,C515788,47590B,20,5.45,2010-07-14 15:50:00,14543
7256,252604.0,C515789,21217,2,9.95,2010-07-14 15:52:00,17644
7257,240031.0,C515790,21232,8,1.25,2010-07-14 15:53:00,16180
7258,,C515790,79323W,1,6.75,2010-07-14 15:53:00,16180
7259,,C515790,20914,1,2.95,2010-07-14 15:53:00,16180
7260,240028.0,C515790,15036,1,0.75,2010-07-14 15:53:00,16180
7261,,C515790,37449,2,9.95,2010-07-14 15:53:00,16180
7262,240030.0,C515790,20828,1,2.55,2010-07-14 15:53:00,16180
7263,21572.0,C515791,37495,1,1.25,2010-07-14 15:55:00,15077
7264,119296.0,C515793,79342B,4,5.45,2010-07-14 16:01:00,15941
7265,119295.0,C515793,79323P,10,5.45,2010-07-14 16:01:00,15941
7266,119292.0,C515793,79323G,10,5.45,2010-07-14 16:01:00,15941
7267,119294.0,C515793,79323B,8,5.45,2010-07-14 16:01:00,15941
7268,232220.0,C515794,22423,2,12.75,2010-07-14 16:03:00,13552
7269,232217.0,C515794,22055,1,1.65,2010-07-14 16:03:00,13552
7270,,C515796,84031A,1,4.65,2010-07-14 16:11:00,16168
7271,239083.0,C515797,46000S,1,1.45,2010-07-14 16:12:00,16894
7272,239112.0,C515797,84907,1,7.65,2010-07-14 16:12:00,16894
7273,239110.0,C515797,84908A,1,6.95,2010-07-14 16:12:00,16894
7274,239111.0,C515797,84919,1,6.95,2010-07-14 16:12:00,16894
7275,239196.0,C515797,21467,1,3.75,2010-07-14 16:12:00,16894
7276,259149.0,C515798,35004B,1,4.65,2010-07-14 16:15:00,13078
7277,248832.0,C515798,22461,4,10.95,2010-07-14 16:15:00,13078
7278,246295.0,C515799,22364,3,2.95,2010-07-14 16:18:00,15489
7279,246296.0,C515799,22360,3,2.95,2010-07-14 16:18:00,15489
7280,243529.0,C515800,21843,1,10.95,2010-07-14 16:19:00,13468
7281,251156.0,C515802,22558,12,1.25,2010-07-14 16:22:00,14849
7282,251138.0,C515802,84836,2,1.25,2010-07-14 16:22:00,14849
7283,116321.0,C515803,22244,12,1.95,2010-07-14 16:28:00,13484
7284,250327.0,C515805,22634,1,9.95,2010-07-14 16:46:00,12468
7285,254945.0,C515806,22637,2,2.55,2010-07-14 16:47:00,16177
7286,254936.0,C515806,85063,2,16.95,2010-07-14 16:47:00,16177
7287,254937.0,C515806,21535,4,2.55,2010-07-14 16:47:00,16177
7288,257851.0,C515807,22502,1,3.75,2010-07-14 16:49:00,13093
7289,226677.0,C515808,22605,1,10.95,2010-07-14 16:57:00,13304
7297,264448.0,C515839,M,1,15.0,2010-07-15 11:19:00,14606
7305,262137.0,C515882,21498,50,0.42,2010-07-15 11:59:00,12891
7306,,C515886,M,1,3580.8,2010-07-15 12:04:00,18102
7310,265834.0,C515921,22668,5,2.95,2010-07-15 13:42:00,15542
7311,265761.0,C515921,21880,12,0.65,2010-07-15 13:42:00,15542
7312,266177.0,C515942,21786,48,0.42,2010-07-15 15:17:00,17757
7313,236002.0,C515950,21933,2,2.95,2010-07-15 18:00:00,16161
7314,248951.0,C515959,22464,2,1.65,2010-07-16 07:15:00,17531
7315,263659.0,C515960,22423,2,12.75,2010-07-16 07:17:00,13267
7316,263658.0,C515960,21877,1,1.25,2010-07-16 07:17:00,13267
7317,219984.0,C515962,84676,2,2.95,2010-07-16 07:21:00,17412
7318,,C515962,21524,1,7.49,2010-07-16 07:21:00,17412
7319,194467.0,C515963,21527,1,7.95,2010-07-16 07:27:00,13488
7320,261041.0,C515964,22138,1,4.95,2010-07-16 07:29:00,13047
7321,261040.0,C515964,84969,1,4.25,2010-07-16 07:29:00,13047
7322,261031.0,C515964,21272,1,1.25,2010-07-16 07:29:00,13047
7323,255942.0,C515965,20798,6,2.1,2010-07-16 07:46:00,16576
7324,264717.0,C515966,37492B,2,4.65,2010-07-16 07:47:00,13059
7325,250654.0,C515967,22634,2,9.95,2010-07-16 07:48:00,13735
7326,264023.0,C515968,22457,1,2.95,2010-07-16 07:49:00,14640
7327,264018.0,C515968,84946,1,1.25,2010-07-16 07:49:00,14640
7328,264009.0,C515968,84723,1,7.95,2010-07-16 07:49:00,14640
7329,264002.0,C515968,84613A,1,4.65,2010-07-16 07:49:00,14640
7330,264003.0,C515968,84614A,2,5.95,2010-07-16 07:49:00,14640
7331,240159.0,C515970,21198,3,1.65,2010-07-16 07:51:00,14621
7332,258670.0,C515970,85170B,3,2.1,2010-07-16 07:51:00,14621
7333,266521.0,C515972,22199,264,3.75,2010-07-16 07:54:00,14156
7334,261796.0,C515973,21232,3,1.25,2010-07-16 07:57:00,14911
7335,261794.0,C515973,22423,1,10.95,2010-07-16 07:57:00,14911
7336,91876.0,C515974,79323LP,2,6.75,2010-07-16 08:00:00,13317
7337,25680.0,C515974,79323GR,3,6.75,2010-07-16 08:00:00,13317
7338,91877.0,C515974,79323W,2,6.75,2010-07-16 08:00:00,13317
7339,25681.0,C515974,79323P,2,6.75,2010-07-16 08:00:00,13317
7340,248936.0,C515975,21470,1,3.75,2010-07-16 08:01:00,17531
7341,257871.0,C515976,85040A,4,1.65,2010-07-16 08:05:00,14175
7342,257888.0,C515976,21462,1,6.75,2010-07-16 08:05:00,14175
7343,257894.0,C515976,37503,1,10.75,2010-07-16 08:05:00,14175
7344,257882.0,C515976,22442,2,7.95,2010-07-16 08:05:00,14175
7345,257896.0,C515976,21843,3,10.95,2010-07-16 08:05:00,14175
7346,256487.0,C515977,21868,6,1.06,2010-07-16 08:06:00,15125
7347,256462.0,C515978,22429,1,4.25,2010-07-16 08:09:00,12749
7348,256449.0,C515978,22485,3,12.75,2010-07-16 08:09:00,12749
7349,256432.0,C515978,22487,1,9.95,2010-07-16 08:09:00,12749
7350,256436.0,C515978,22442,1,7.95,2010-07-16 08:09:00,12749
7351,192730.0,C515979,21527,1,7.95,2010-07-16 08:10:00,17581
7352,225248.0,C515979,40018F,4,1.95,2010-07-16 08:10:00,17581
7353,126186.0,C515979,85042,1,4.95,2010-07-16 08:10:00,17581
7354,256436.0,C515980,22442,1,7.95,2010-07-16 08:12:00,12749
7355,227181.0,C515981,22168,1,8.5,2010-07-16 08:13:00,13050
7356,227186.0,C515981,85047,2,6.35,2010-07-16 08:13:00,13050
7357,227184.0,C515981,82494L,2,2.95,2010-07-16 08:13:00,13050
7358,247605.0,C515982,20975,3,0.65,2010-07-16 08:14:00,14389
7359,247600.0,C515982,22382,1,1.65,2010-07-16 08:14:00,14389
7360,247598.0,C515982,20728,2,1.65,2010-07-16 08:14:00,14389
7361,247595.0,C515982,20724,4,0.85,2010-07-16 08:14:00,14389
7362,258427.0,C515983,85068,1,6.95,2010-07-16 08:17:00,16133
7363,258425.0,C515983,85066,16,10.95,2010-07-16 08:17:00,16133
7364,185550.0,C515985,22453,1,2.95,2010-07-16 08:19:00,13425
7365,234752.0,C515990,22427,1,5.95,2010-07-16 08:23:00,16554
7366,198260.0,C515991,22646,1,1.45,2010-07-16 08:25:00,16351
7367,255847.0,C515992,22635,1,9.95,2010-07-16 08:26:00,16746
7368,256185.0,C515993,21843,1,10.95,2010-07-16 08:28:00,15841
7369,252200.0,C515994,22504,1,29.95,2010-07-16 08:30:00,12633
7370,252229.0,C515994,20724,5,0.85,2010-07-16 08:30:00,12633
7371,252188.0,C515994,21533,1,4.95,2010-07-16 08:30:00,12633
7372,253612.0,C515997,22423,5,10.95,2010-07-16 08:31:00,13089
7373,258445.0,C515999,85066,1,12.75,2010-07-16 08:33:00,12975
7374,258439.0,C515999,22168,2,8.5,2010-07-16 08:33:00,12975
7375,258443.0,C515999,85063,1,16.95,2010-07-16 08:33:00,12975
7378,259151.0,C516013,21760,1,125.0,2010-07-16 09:53:00,16466
7381,242902.0,C516024,21464,1,4.25,2010-07-16 10:34:00,17965
7382,257855.0,C516118,20914,8,2.55,2010-07-16 14:32:00,13093
7383,241082.0,C516118,22423,16,10.95,2010-07-16 14:32:00,13093
7394,209063.0,C516149,21080,1,0.85,2010-07-18 10:52:00,13798
7395,193832.0,C516149,35924,3,2.1,2010-07-18 10:52:00,13798
7396,52218.0,C516149,21928,1,1.95,2010-07-18 10:52:00,13798
7397,246368.0,C516149,20727,4,1.65,2010-07-18 10:52:00,13798
7398,227098.0,C516149,21936,1,2.95,2010-07-18 10:52:00,13798
7399,128454.0,C516149,85123A,1,2.95,2010-07-18 10:52:00,13798
7400,170626.0,C516149,21169,1,1.69,2010-07-18 10:52:00,13798
7401,193815.0,C516149,82578,1,0.55,2010-07-18 10:52:00,13798
7402,,C516149,20903,1,6.35,2010-07-18 10:52:00,13798
7403,193816.0,C516149,21166,1,1.95,2010-07-18 10:52:00,13798
7404,256812.0,C516149,37450,4,2.95,2010-07-18 10:52:00,13798
7405,256809.0,C516149,22064,8,1.65,2010-07-18 10:52:00,13798
7406,128452.0,C516149,21843,5,10.95,2010-07-18 10:52:00,13798
7407,232597.0,C516149,21231,8,1.25,2010-07-18 10:52:00,13798
7408,193856.0,C516149,21232,3,1.25,2010-07-18 10:52:00,13798
7409,255267.0,C516149,85099F,4,1.95,2010-07-18 10:52:00,13798
7410,,C516149,21927,1,1.25,2010-07-18 10:52:00,13798
7411,18822.0,C516149,20723,1,0.85,2010-07-18 10:52:00,13798
7412,128451.0,C516149,20725,5,1.65,2010-07-18 10:52:00,13798
7413,170628.0,C516149,20724,3,0.85,2010-07-18 10:52:00,13798
7414,193859.0,C516149,37446,4,1.45,2010-07-18 10:52:00,13798
7415,256811.0,C516149,37449,4,9.95,2010-07-18 10:52:00,13798
7416,267860.0,C516159,M,8,1.0,2010-07-18 11:53:00,16950
7417,210395.0,C516180,22327,1,2.95,2010-07-18 14:37:00,14546
7418,210429.0,C516180,21389,1,0.85,2010-07-18 14:37:00,14546
7421,58083.0,C516202,82486,1,6.95,2010-07-19 10:43:00,15039
7422,258253.0,C516274,22138,9,4.95,2010-07-19 12:45:00,16954
7423,169704.0,C516317,22236,1,12.75,2010-07-19 14:48:00,12471
7424,154493.0,C516317,22509,1,16.95,2010-07-19 14:48:00,12471
7425,218722.0,C516317,22423,1,10.95,2010-07-19 14:48:00,12471
7426,194262.0,C516317,21231,2,1.25,2010-07-19 14:48:00,12471
7427,247067.0,C516317,21210,1,1.45,2010-07-19 14:48:00,12471
7428,169690.0,C516317,22555,1,1.65,2010-07-19 14:48:00,12471
7429,236407.0,C516318,37449,1,8.5,2010-07-19 14:56:00,14156
7430,265175.0,C516320,21218,3,3.75,2010-07-19 14:58:00,13999
7431,265169.0,C516320,22429,1,4.25,2010-07-19 14:58:00,13999
7432,266718.0,C516336,22635,1,9.95,2010-07-19 17:31:00,16746
7433,230519.0,C516448,79000,7,0.85,2010-07-20 12:51:00,13107
7434,230518.0,C516448,71459,1,0.85,2010-07-20 12:51:00,13107
7435,230513.0,C516448,20754,18,2.1,2010-07-20 12:51:00,13107
7436,230515.0,C516448,22186,12,2.95,2010-07-20 12:51:00,13107
7437,244346.0,C516459,48138,4,7.49,2010-07-20 13:48:00,14492
7438,244332.0,C516459,21755,6,5.95,2010-07-20 13:48:00,14492
7439,244338.0,C516459,85152,12,2.1,2010-07-20 13:48:00,14492
7440,244340.0,C516459,22499,3,5.95,2010-07-20 13:48:00,14492
7441,244337.0,C516459,85123A,32,2.55,2010-07-20 13:48:00,14492
7442,244339.0,C516459,22500,4,4.95,2010-07-20 13:48:00,14492
7443,244335.0,C516459,21612,6,2.95,2010-07-20 13:48:00,14492
7444,244334.0,C516459,85172,32,0.42,2010-07-20 13:48:00,14492
7445,244333.0,C516459,82486,4,7.95,2010-07-20 13:48:00,14492
7446,244336.0,C516459,71053,4,3.75,2010-07-20 13:48:00,14492
7447,,C516460,79323W,6,5.45,2010-07-20 13:50:00,17426
7448,259339.0,C516462,20830,2,2.1,2010-07-20 14:18:00,15101
7453,161018.0,C516543,20728,1,1.65,2010-07-21 12:09:00,13115
7454,159624.0,C516553,22221,1,9.95,2010-07-21 12:12:00,14952
7455,265924.0,C516565,21527,1,7.95,2010-07-21 12:27:00,12523
7456,265932.0,C516565,21232,1,1.25,2010-07-21 12:27:00,12523
7457,265927.0,C516565,22269,8,1.25,2010-07-21 12:27:00,12523
7458,248712.0,C516571,22533,48,0.42,2010-07-21 12:47:00,17676
7459,261025.0,C516574,21754,1,5.95,2010-07-21 13:02:00,13047
7460,264693.0,C516575,84978,1,1.25,2010-07-21 13:10:00,17739
7461,264690.0,C516575,22666,2,2.95,2010-07-21 13:10:00,17739
7462,258670.0,C516576,85170B,3,2.1,2010-07-21 13:14:00,14621
7463,258678.0,C516576,20828,1,2.55,2010-07-21 13:14:00,14621
7464,258664.0,C516576,20719,2,0.85,2010-07-21 13:14:00,14621
7465,245491.0,C516577,22073,2,3.75,2010-07-21 13:15:00,15791
7466,245513.0,C516577,71477,3,3.25,2010-07-21 13:15:00,15791
7467,245494.0,C516577,21539,1,4.95,2010-07-21 13:15:00,15791
7468,245490.0,C516577,22064,2,1.65,2010-07-21 13:15:00,15791
7469,245499.0,C516577,21232,1,1.25,2010-07-21 13:15:00,15791
7470,265447.0,C516578,22138,3,4.95,2010-07-21 13:16:00,15827
7471,265443.0,C516578,21843,1,10.95,2010-07-21 13:16:00,15827
7472,265451.0,C516578,21231,1,1.25,2010-07-21 13:16:00,15827
7473,266103.0,C516580,21232,7,1.06,2010-07-21 13:18:00,18223
7474,266101.0,C516580,22198,2,1.65,2010-07-21 13:18:00,18223
7475,,C516581,85099C,2,1.95,2010-07-21 13:19:00,16168
7476,246372.0,C516582,22061,1,9.95,2010-07-21 13:21:00,14915
7477,268550.0,C516585,22138,3,4.95,2010-07-21 13:24:00,15732
7478,268559.0,C516585,22617,3,4.95,2010-07-21 13:24:00,15732
7479,131002.0,C516584,21527,1,7.95,2010-07-21 13:24:00,15079
7481,247971.0,C516589,37450,2,2.95,2010-07-21 13:40:00,15005
7482,258883.0,C516589,21843,1,10.95,2010-07-21 13:40:00,15005
7483,247961.0,C516589,21239,1,0.85,2010-07-21 13:40:00,15005
7484,247964.0,C516589,21232,1,1.25,2010-07-21 13:40:00,15005
7485,235676.0,C516594,21395,10,1.95,2010-07-21 14:00:00,15981
7486,268309.0,C516596,22487,1,8.5,2010-07-21 14:02:00,13078
7487,268317.0,C516596,85124A,1,2.55,2010-07-21 14:02:00,13078
7488,252046.0,C516597,21540,7,3.75,2010-07-21 14:03:00,16701
7489,261355.0,C516598,21769,1,79.95,2010-07-21 14:04:00,13895
7490,265069.0,C516599,85059,1,3.75,2010-07-21 14:05:00,16054
7491,264404.0,C516600,21918,4,0.42,2010-07-21 14:07:00,13012
7492,264408.0,C516600,21217,1,9.95,2010-07-21 14:07:00,13012
7493,264393.0,C516600,22341,12,1.65,2010-07-21 14:07:00,13012
7494,206553.0,C516602,21784,1,9.95,2010-07-21 14:19:00,14938
7495,206557.0,C516602,85170A,4,2.1,2010-07-21 14:19:00,14938
7496,206581.0,C516602,21145,1,1.25,2010-07-21 14:19:00,14938
7497,206585.0,C516602,21666,1,0.65,2010-07-21 14:19:00,14938
7498,248414.0,C516603,21877,2,1.25,2010-07-21 14:21:00,16556
7499,267415.0,C516604,84078A,1,34.95,2010-07-21 14:22:00,17680
7500,269253.0,C516605,22423,2,10.95,2010-07-21 14:27:00,14299
7501,267216.0,C516606,21539,1,4.95,2010-07-21 14:30:00,14766
7502,267217.0,C516606,79000,3,0.85,2010-07-21 14:30:00,14766
7503,267230.0,C516606,84927D,1,2.1,2010-07-21 14:30:00,14766
7504,267223.0,C516606,84625D,3,2.95,2010-07-21 14:30:00,14766
7505,267214.0,C516606,21320,2,2.55,2010-07-21 14:30:00,14766
7512,255124.0,C516636,22628,4,4.95,2010-07-22 11:14:00,12693
7513,265549.0,C516645,22467,2,2.55,2010-07-22 11:25:00,13564
7515,269918.0,C516657,85035A,24,3.81,2010-07-22 11:28:00,17090
7522,235498.0,C516712,22504,4,29.95,2010-07-22 12:17:00,14895
7523,,C516722,D,1,15.0,2010-07-22 12:30:00,14527
7526,262826.0,C516745,21918,12,0.42,2010-07-22 14:51:00,15563
7527,,C516754,79323B,3,6.75,2010-07-22 16:32:00,13889
7528,,C516754,79323LP,4,6.75,2010-07-22 16:32:00,13889
7529,101654.0,C516754,79323W,4,6.75,2010-07-22 16:32:00,13889
7530,101656.0,C516754,79323P,4,6.75,2010-07-22 16:32:00,13889
7531,101660.0,C516754,79323GR,3,6.75,2010-07-22 16:32:00,13889
7535,,C516762,79320,3,4.95,2010-07-22 17:00:00,17113
7536,,C516762,79323W,2,6.75,2010-07-22 17:00:00,17113
7537,,C516762,79323P,2,6.75,2010-07-22 17:00:00,17113
7538,120609.0,C516763,79323P,24,5.45,2010-07-22 17:02:00,13946
7539,244018.0,C516764,22215,12,7.65,2010-07-22 17:05:00,14199
7540,256533.0,C516765,22526,1,12.75,2010-07-22 17:10:00,17145
7541,266833.0,C516766,22555,3,1.65,2010-07-22 17:11:00,16170
7542,266836.0,C516766,22551,1,1.65,2010-07-22 17:11:00,16170
7544,270356.0,C516784,21203,48,1.45,2010-07-23 09:28:00,12755
7545,270363.0,C516784,21348,12,2.95,2010-07-23 09:28:00,12755
7546,270362.0,C516784,21291,16,0.85,2010-07-23 09:28:00,12755
7547,270361.0,C516784,22081,30,1.65,2010-07-23 09:28:00,12755
7548,270360.0,C516784,22079,30,1.65,2010-07-23 09:28:00,12755
7549,270364.0,C516784,22080,30,1.65,2010-07-23 09:28:00,12755
7550,270358.0,C516784,21207,48,1.45,2010-07-23 09:28:00,12755
7551,270357.0,C516784,21204,48,1.45,2010-07-23 09:28:00,12755
7552,270355.0,C516784,21202,48,1.45,2010-07-23 09:28:00,12755
7553,270354.0,C516784,22085,24,2.95,2010-07-23 09:28:00,12755
7554,270359.0,C516784,22083,24,2.95,2010-07-23 09:28:00,12755
7555,241184.0,C516799,20668,1,0.12,2010-07-23 10:43:00,14606
7556,269432.0,C516799,22138,1,4.95,2010-07-23 10:43:00,14606
7557,246742.0,C516838,85099F,2,1.95,2010-07-23 11:09:00,14477
7558,268439.0,C516881,79029,3,1.65,2010-07-23 13:45:00,18097
7559,266812.0,C516882,22666,3,2.95,2010-07-23 14:10:00,14739
7560,263347.0,C516883,22656,1,88.5,2010-07-23 14:11:00,14895
7561,259085.0,C516894,85183A,3,3.75,2010-07-23 15:16:00,12963
7562,259082.0,C516894,84691,1,0.85,2010-07-23 15:16:00,12963
7563,259113.0,C516894,22326,6,2.95,2010-07-23 15:16:00,12963
7564,259098.0,C516894,22357,1,4.25,2010-07-23 15:16:00,12963
7565,259093.0,C516894,22508,1,3.75,2010-07-23 15:16:00,12963
7566,259114.0,C516894,85123A,12,2.95,2010-07-23 15:16:00,12963
7567,246729.0,C516912,22644,12,1.45,2010-07-25 11:06:00,14156
7568,275100.0,C516912,22646,12,1.45,2010-07-25 11:06:00,14156
7569,246730.0,C516912,22649,8,4.95,2010-07-25 11:06:00,14156
7570,246728.0,C516912,22645,12,1.45,2010-07-25 11:06:00,14156
7571,248454.0,C516912,22624,2,8.5,2010-07-25 11:06:00,14156
7572,248460.0,C516912,22626,2,8.5,2010-07-25 11:06:00,14156
7573,246726.0,C516912,22625,2,8.5,2010-07-25 11:06:00,14156
7574,228008.0,C516934,21922,1,7.95,2010-07-25 13:10:00,17969
7575,,C516947,84782C,1,12.75,2010-07-25 15:25:00,13276
7576,,C516952,22176,1,2.95,2010-07-25 15:38:00,13148
7577,206561.0,C516958,21781,1,12.75,2010-07-25 16:00:00,14938
7578,245833.0,C516965,84676,3,2.95,2010-07-26 09:29:00,12451
7579,245784.0,C516965,21746,10,1.25,2010-07-26 09:29:00,12451
7580,271210.0,C516971,22461,5,10.95,2010-07-26 10:31:00,14422
7581,271194.0,C516971,84880,1,5.95,2010-07-26 10:31:00,14422
7582,267821.0,C516972,22423,1,12.75,2010-07-26 10:33:00,14205
7583,267822.0,C516972,21528,1,6.95,2010-07-26 10:33:00,14205
7584,271885.0,C516974,85123A,1,2.95,2010-07-26 10:36:00,17469
7585,270977.0,C516979,84880,2,5.95,2010-07-26 10:56:00,16150
7586,270968.0,C516979,84839,1,6.75,2010-07-26 10:56:00,16150
7587,270963.0,C516979,22318,1,2.95,2010-07-26 10:56:00,16150
7588,270983.0,C516979,22457,1,2.95,2010-07-26 10:56:00,16150
7590,265951.0,C517054,22630,1,1.95,2010-07-26 12:52:00,14420
7591,,C517056,22312,1,4.95,2010-07-26 13:06:00,12590
7592,273259.0,C517058,22360,1,2.95,2010-07-26 13:20:00,14236
7593,273155.0,C517063,21506,24,0.42,2010-07-26 13:39:00,16555
7594,273154.0,C517063,22491,24,0.85,2010-07-26 13:39:00,16555
7595,273153.0,C517063,22027,24,0.42,2010-07-26 13:39:00,16555
7596,273149.0,C517063,22036,48,0.42,2010-07-26 13:39:00,16555
7597,273152.0,C517063,22029,48,0.42,2010-07-26 13:39:00,16555
7598,273150.0,C517063,20723,20,0.85,2010-07-26 13:39:00,16555
7599,273156.0,C517063,20724,20,0.85,2010-07-26 13:39:00,16555
7600,273151.0,C517063,22035,48,0.42,2010-07-26 13:39:00,16555
7601,273142.0,C517063,21914,48,1.25,2010-07-26 13:39:00,16555
7602,273146.0,C517063,37503,2,10.75,2010-07-26 13:39:00,16555
7603,273145.0,C517063,21357,48,1.25,2010-07-26 13:39:00,16555
7604,273144.0,C517063,84375,24,1.95,2010-07-26 13:39:00,16555
7605,273143.0,C517063,84991,72,0.55,2010-07-26 13:39:00,16555
7606,273147.0,C517063,21212,72,0.55,2010-07-26 13:39:00,16555
7607,273148.0,C517063,21915,48,1.25,2010-07-26 13:39:00,16555
7608,273098.0,C517064,22528,36,1.25,2010-07-26 13:40:00,16555
7609,273097.0,C517064,21868,48,1.25,2010-07-26 13:40:00,16555
7610,273096.0,C517064,22114,48,3.45,2010-07-26 13:40:00,16555
7611,273117.0,C517067,22348,48,0.85,2010-07-26 13:42:00,16555
7612,273111.0,C517067,37500,4,9.95,2010-07-26 13:42:00,16555
7613,273119.0,C517067,22357,12,3.75,2010-07-26 13:42:00,16555
7614,273116.0,C517067,22309,24,2.55,2010-07-26 13:42:00,16555
7615,273118.0,C517067,22358,18,2.95,2010-07-26 13:42:00,16555
7616,273115.0,C517067,21661,3,5.95,2010-07-26 13:42:00,16555
7617,273112.0,C517067,84987,24,1.45,2010-07-26 13:42:00,16555
7618,273113.0,C517067,37501,6,6.95,2010-07-26 13:42:00,16555
7619,273120.0,C517067,22308,24,2.55,2010-07-26 13:42:00,16555
7620,273146.0,C517067,37503,2,10.75,2010-07-26 13:42:00,16555
7621,273134.0,C517068,84016,36,0.42,2010-07-26 13:46:00,16555
7622,273135.0,C517068,22524,12,1.25,2010-07-26 13:46:00,16555
7623,273132.0,C517068,21789,24,0.85,2010-07-26 13:46:00,16555
7624,273138.0,C517068,21788,24,0.85,2010-07-26 13:46:00,16555
7625,273139.0,C517068,15044D,6,2.95,2010-07-26 13:46:00,16555
7626,273140.0,C517068,20914,6,2.95,2010-07-26 13:46:00,16555
7627,273141.0,C517068,21829,108,0.21,2010-07-26 13:46:00,16555
7628,273131.0,C517068,84077,192,0.21,2010-07-26 13:46:00,16555
7629,273133.0,C517068,21704,24,0.85,2010-07-26 13:46:00,16555
7630,273137.0,C517068,22525,12,1.25,2010-07-26 13:46:00,16555
7631,273121.0,C517068,21889,12,1.25,2010-07-26 13:46:00,16555
7632,273130.0,C517068,21790,24,0.85,2010-07-26 13:46:00,16555
7633,273122.0,C517068,22328,24,2.95,2010-07-26 13:46:00,16555
7634,273123.0,C517068,22329,12,1.65,2010-07-26 13:46:00,16555
7635,273124.0,C517068,85217,24,0.65,2010-07-26 13:46:00,16555
